loc_x,loc_y,shot_distance,shot_made,shot_type
-148,201,24,True,3PT
-11,17,2,False,2PT
0,0,0,False,2PT
0,0,0,True,2PT
7,59,5,True,2PT
127,220,25,False,3PT
0,0,0,False,2PT
131,236,26,False,3PT
-239,4,23,False,3PT
-10,1,1,True,2PT
16,5,1,False,2PT
0,10,1,True,2PT
6,14,1,True,2PT
-6,14,1,False,2PT
26,15,3,False,2PT
13,17,2,False,2PT
-130,210,24,True,3PT
-137,222,26,False,3PT
-5,45,4,True,2PT
232,3,23,False,3PT
-7,6,0,True,2PT
-81,247,25,False,3PT
-225,-18,22,True,3PT
13,8,1,True,2PT
-16,4,1,True,2PT
0,13,1,True,2PT
-76,40,8,False,2PT
6,19,1,False,2PT
-227,111,25,False,3PT
54,250,25,True,3PT
-9,74,7,True,2PT
-15,11,1,False,2PT
-138,199,24,False,3PT
-28,14,3,False,2PT
4,8,0,True,2PT
230,-7,23,False,3PT
-18,68,7,False,2PT
-29,19,3,True,2PT
2,8,0,True,2PT
223,41,22,True,3PT
-12,5,1,True,2PT
-17,85,8,False,2PT
-108,229,25,True,3PT
-17,1,1,False,2PT
-82,5,8,False,2PT
-170,199,26,False,3PT
-10,14,1,False,2PT
-207,117,23,False,3PT
-13,14,1,True,2PT
-1,75,7,False,2PT
-12,51,5,True,2PT
153,213,26,False,3PT
33,211,21,False,2PT
228,58,23,True,3PT
-2,3,0,True,2PT
-9,13,1,True,2PT
-11,253,25,False,3PT
12,5,1,True,2PT
188,197,27,True,3PT
-21,54,5,True,2PT
-228,-16,22,False,3PT
-228,-10,22,False,3PT
-36,250,25,False,3PT
20,7,2,False,2PT
186,172,25,True,3PT
-2,4,0,True,2PT
-112,230,25,False,3PT
-13,10,1,True,2PT
234,13,23,False,3PT
-15,17,2,False,2PT
-53,249,25,False,3PT
-152,195,24,True,3PT
-2,13,1,False,2PT
4,7,0,True,2PT
23,4,2,True,2PT
-20,253,25,False,3PT
0,0,0,True,2PT
-9,0,0,True,2PT
-151,216,26,False,3PT
-9,7,1,False,2PT
31,43,5,False,2PT
-147,215,26,False,3PT
6,-3,0,True,2PT
-13,0,1,False,2PT
248,-16,24,True,3PT
6,17,1,False,2PT
0,0,0,True,2PT
-229,34,23,True,3PT
246,-24,24,False,3PT
21,6,2,False,2PT
225,-4,22,True,3PT
-27,18,3,False,2PT
232,-10,23,True,3PT
6,89,8,False,2PT
134,225,26,False,3PT
1,58,5,True,2PT
36,10,3,True,2PT
-7,11,1,False,2PT
0,0,0,True,2PT
17,2,1,False,2PT
-10,52,5,False,2PT
-4,12,1,True,2PT
17,12,2,False,2PT
33,25,4,False,2PT
0,16,1,True,2PT
235,10,23,True,3PT
6,18,1,False,2PT
-175,195,26,False,3PT
-216,38,21,False,2PT
-9,2,0,True,2PT
7,16,1,False,2PT
229,78,24,True,3PT
64,167,17,False,2PT
2,1,0,True,2PT
235,88,25,True,3PT
-162,230,28,True,3PT
1,10,1,True,2PT
138,247,28,False,3PT
20,12,2,False,2PT
-234,15,23,True,3PT
-1,1,0,True,2PT
-25,17,3,False,2PT
1,4,0,True,2PT
4,6,0,True,2PT
1,1,0,True,2PT
7,13,1,True,2PT
-2,17,1,False,2PT
50,86,9,False,2PT
-26,16,3,False,2PT
-6,-5,0,True,2PT
100,239,25,True,3PT
-134,227,26,True,3PT
131,223,25,True,3PT
232,76,24,False,3PT
-11,-33,3,False,2PT
-7,20,2,False,2PT
-235,31,23,True,3PT
223,41,22,True,3PT
9,-10,1,False,2PT
210,139,25,True,3PT
-4,6,0,True,2PT
5,2,0,True,2PT
-233,142,27,False,3PT
9,5,1,True,2PT
16,-3,1,True,2PT
7,5,0,False,2PT
34,42,5,False,2PT
-238,21,23,False,3PT
-32,11,3,False,2PT
0,0,0,False,2PT
234,21,23,False,3PT
137,248,28,False,3PT
-9,17,1,True,2PT
5,5,0,True,2PT
-81,256,26,True,3PT
-4,19,1,True,2PT
-12,41,4,False,2PT
130,213,24,False,3PT
-12,3,1,False,2PT
-224,115,25,False,3PT
-7,14,1,True,2PT
1,11,1,False,2PT
5,4,0,True,2PT
-6,15,1,False,2PT
-2,13,1,True,2PT
-134,209,24,False,3PT
53,17,5,False,2PT
-237,108,26,False,3PT
67,31,7,False,2PT
0,0,0,True,2PT
-188,177,25,True,3PT
16,30,3,False,2PT
7,56,5,False,2PT
235,34,23,True,3PT
131,3,13,True,2PT
-34,253,25,False,3PT
-60,174,18,False,2PT
-33,257,25,False,3PT
-9,-6,1,True,2PT
-6,9,1,False,2PT
-61,8,6,True,2PT
70,151,16,False,2PT
-6,8,1,True,2PT
53,129,13,False,2PT
-2,8,0,True,2PT
-2,4,0,False,2PT
-211,126,24,False,3PT
-66,30,7,False,2PT
40,257,26,False,3PT
-126,221,25,False,3PT
-83,237,25,False,3PT
9,1,0,True,2PT
13,-2,1,True,2PT
-233,-32,23,False,3PT
-10,-2,1,True,2PT
89,43,9,False,2PT
-15,-8,1,True,2PT
-39,6,3,False,2PT
-50,245,25,True,3PT
-12,64,6,False,2PT
158,185,24,False,3PT
-225,-28,22,True,3PT
135,205,24,False,3PT
7,-2,0,False,2PT
96,231,25,False,3PT
-65,26,7,False,2PT
0,0,0,True,2PT
-225,-23,22,False,3PT
2,8,0,True,2PT
-178,166,24,False,3PT
42,13,4,True,2PT
-234,-22,23,False,3PT
40,104,11,False,2PT
0,0,0,False,2PT
-141,-8,14,True,2PT
28,27,3,False,2PT
-2,5,0,True,2PT
224,-20,22,True,3PT
138,210,25,False,3PT
13,0,1,True,2PT
-25,243,24,True,3PT
224,83,23,True,3PT
-233,-20,23,True,3PT
-229,42,23,False,3PT
13,66,6,False,2PT
0,5,0,True,2PT
58,252,25,True,3PT
244,10,24,False,3PT
-17,209,20,False,2PT
6,6,0,True,2PT
11,11,1,False,2PT
12,261,26,True,3PT
-32,58,6,True,2PT
12,73,7,False,2PT
-165,206,26,False,3PT
0,0,0,True,2PT
-56,266,27,False,3PT
6,263,26,False,3PT
18,183,18,True,2PT
17,-3,1,True,2PT
26,12,2,True,2PT
5,2,0,True,2PT
6,23,2,False,2PT
161,71,17,False,2PT
-33,257,25,True,3PT
-132,226,26,True,3PT
-4,28,2,False,2PT
18,2,1,False,2PT
33,58,6,False,2PT
-34,258,26,True,3PT
-1,5,0,True,2PT
-16,4,1,False,2PT
-169,54,17,True,2PT
32,-3,3,True,2PT
-9,-1,0,True,2PT
-105,232,25,False,3PT
-126,251,28,True,3PT
-107,20,10,False,2PT
-109,252,27,True,3PT
-36,18,4,False,2PT
11,34,3,False,2PT
235,-9,23,True,3PT
48,242,24,False,3PT
-12,10,1,False,2PT
-208,15,20,False,2PT
103,226,24,False,3PT
0,0,0,False,2PT
134,226,26,False,3PT
21,5,2,False,2PT
11,59,6,False,2PT
232,41,23,True,3PT
170,186,25,False,3PT
-93,247,26,False,3PT
-7,104,10,True,2PT
-22,63,6,False,2PT
16,1,1,False,2PT
-174,181,25,False,3PT
11,50,5,True,2PT
170,199,26,True,3PT
62,-3,6,False,2PT
12,-5,1,False,2PT
-105,226,24,False,3PT
0,12,1,True,2PT
-21,31,3,False,2PT
15,22,2,False,2PT
4,131,13,True,2PT
-13,50,5,True,2PT
224,58,23,False,3PT
-110,243,26,False,3PT
66,8,6,False,2PT
-22,28,3,True,2PT
-11,10,1,True,2PT
55,254,25,False,3PT
110,237,26,False,3PT
-37,67,7,False,2PT
-71,34,7,False,2PT
0,44,4,False,2PT
127,232,26,True,3PT
20,26,3,True,2PT
228,48,23,False,3PT
108,239,26,False,3PT
-233,48,23,True,3PT
-45,258,26,False,3PT
94,243,26,True,3PT
12,20,2,False,2PT
223,-10,22,True,3PT
-27,36,4,False,2PT
-137,227,26,False,3PT
145,212,25,True,3PT
-9,2,0,True,2PT
7,31,3,False,2PT
7,4,0,True,2PT
74,13,7,True,2PT
-114,237,26,True,3PT
87,238,25,False,3PT
-23,12,2,True,2PT
-50,11,5,True,2PT
-225,118,25,True,3PT
224,-6,22,False,3PT
