season,season_label,player_id,player_name,games,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goal_attempts,free_throw_attempts,net_rating
2013,2012-13,203085,Austin Rivers,61,1417.55,377,109,127,26,9,74,390,108,-5.4
2013,2012-13,203162,Ben Hansbrough,28,200.3,57,18,21,7,2,18,45,27,-9.1
2013,2012-13,203108,Bernard James,46,457.025,131,131,6,12,38,18,103,41,-1.8
2013,2012-13,203078,Bradley Beal,56,1744.5716666666667,780,211,137,50,29,90,687,159,-2.2
2013,2012-13,203148,Brian Roberts,78,1323.7983333333334,555,97,219,37,3,71,511,77,-8.2
2013,2012-13,203142,Chris Copeland,56,861.6216666666667,486,119,27,16,12,50,380,83,4.4
2013,2012-13,203187,Chris Johnson,8,102.10166666666667,29,11,2,4,0,3,25,2,19.2
2013,2012-13,203203,Chris Wright,3,4.375,2,0,0,0,0,1,2,0,-81.1
2013,2012-13,203081,Damian Lillard,82,3166.87,1562,257,531,74,19,243,1288,321,-1.5
2013,2012-13,203130,Darius Johnson-Odom,4,5.611666666666666,0,4,1,0,0,0,4,0,-56.3
2013,2012-13,203121,Darius Miller,52,694.0,118,78,44,17,12,23,108,8,-4.0
2013,2012-13,203199,DeQuan Jones,63,803.0183333333333,233,105,16,19,22,30,218,51,-10.5
2013,2012-13,203197,Diante Garrett,19,149.405,40,15,31,10,0,16,49,10,-14.2
2013,2012-13,203079,Dion Waiters,61,1756.305,894,149,183,59,16,121,815,213,-4.3
2013,2012-13,202700,Donatas Motiejunas,44,537.5083333333333,250,93,31,7,10,37,213,51,3.8
2013,2012-13,203117,Doron Lamb,47,577.7783333333333,154,46,32,13,0,26,163,34,-7.0
2013,2012-13,203110,Draymond Green,79,1060.9283333333333,227,260,53,42,25,51,257,55,-0.9
2013,2012-13,203095,Evan Fournier,38,428.27,202,35,44,19,1,32,152,39,6.6
2013,2012-13,203097,Fab Melo,6,35.995,7,3,0,2,2,1,6,4,-12.8
2013,2012-13,203105,Festus Ezeli,78,1120.0616666666667,191,313,22,23,74,63,169,81,-0.9
2013,2012-13,203084,Harrison Barnes,81,2057.5316666666668,748,333,98,52,14,101,628,190,2.0
2013,2012-13,203156,Henry Sims,2,4.783333333333333,4,2,0,0,0,1,3,0,21.1
2013,2012-13,203109,Jae Crowder,78,1353.165,392,187,94,63,17,49,367,73,-0.3
2013,2012-13,203099,Jared Cunningham,8,25.685,16,3,1,1,0,2,14,2,-12.3
2013,2012-13,203096,Jared Sullinger,45,891.5316666666666,270,264,35,22,22,29,225,63,3.6
2013,2012-13,202363,Jarvis Varnado,13,58.21666666666667,8,9,3,1,2,6,7,4,-23.0
2013,2012-13,203106,Jeffery Taylor,77,1507.4416666666666,472,150,63,47,15,48,399,103,-8.6
2013,2012-13,203087,Jeremy Lamb,23,146.59166666666667,71,18,5,2,2,6,68,14,-16.7
2013,2012-13,200777,Joel Freeland,51,477.33666666666664,134,119,13,13,11,19,142,27,-9.2
2013,2012-13,203089,John Henson,63,827.1483333333333,380,297,31,19,42,47,336,105,-1.7
2013,2012-13,203098,John Jenkins,61,901.8283333333334,374,94,56,12,10,40,294,70,-7.4
2013,2012-13,202685,Jonas Valanciunas,62,1481.5983333333334,554,372,45,17,78,94,366,185,-3.7
2013,2012-13,203006,Josh Akognon,3,8.703333333333333,5,1,1,0,0,0,4,0,-22.9
2013,2012-13,203200,Justin Holiday,9,142.00333333333333,42,14,15,3,6,9,48,8,5.0
2013,2012-13,203088,Kendall Marshall,48,702.34,143,42,143,22,4,57,151,14,-13.6
2013,2012-13,203145,Kent Bazemore,61,266.8183333333333,123,22,22,17,4,18,116,44,1.0
2013,2012-13,203158,Kevin Jones,32,334.01666666666665,95,78,10,9,5,8,107,15,9.2
2013,2012-13,203122,Kevin Murphy,17,52.388333333333335,15,4,2,1,0,3,28,0,-40.9
2013,2012-13,203114,Khris Middleton,27,475.41833333333335,165,50,28,15,4,11,141,32,2.3
2013,2012-13,203119,Kim English,41,406.56666666666666,119,37,26,16,3,19,112,29,-6.5
2013,2012-13,203126,Kris Joseph,10,53.901666666666664,9,7,1,3,0,2,14,8,-3.7
2013,2012-13,203124,Kyle O'Quinn,57,637.9166666666666,232,209,52,11,26,37,197,45,-3.8
2013,2012-13,202713,Kyle Singler,82,2292.923333333333,720,330,77,57,37,98,642,124,-4.1
2013,2012-13,202545,Luke Zeller,16,58.178333333333335,19,10,3,0,0,0,26,0,-33.1
2013,2012-13,203146,Maalik Wayns,27,201.955,76,7,27,6,0,15,88,19,-14.7
2013,2012-13,203104,Marquis Teague,48,391.9216666666667,99,44,63,9,7,35,113,16,0.3
2013,2012-13,203090,Maurice Harkless,76,1973.605,625,335,50,88,62,69,564,128,-11.6
2013,2012-13,203086,Meyers Leonard,69,1206.2516666666668,377,255,33,11,38,49,277,89,-7.2
2013,2012-13,203077,Michael Kidd-Gilchrist,78,2024.7633333333333,704,455,117,54,70,101,613,187,-7.2
2013,2012-13,203118,Mike Scott,40,375.72833333333335,183,110,12,4,2,21,147,56,-5.8
2013,2012-13,203101,Miles Plumlee,14,55.03333333333333,13,22,2,0,3,3,21,4,-10.8
2013,2012-13,203141,Mirza Teletovic,53,499.425,188,95,23,13,8,20,185,11,-3.0
2013,2012-13,201986,Nando De Colo,72,920.2916666666666,276,138,138,41,6,81,241,44,-2.1
2013,2012-13,203111,Orlando Johnson,51,618.6566666666666,203,110,47,11,9,29,180,32,-0.7
2013,2012-13,203143,Pablo Prigioni,78,1263.0816666666667,275,143,236,69,2,86,220,25,7.3
2013,2012-13,201976,Patrick Beverley,41,712.5916666666667,228,109,117,37,21,44,189,41,7.9
2013,2012-13,203103,Perry Jones III,38,279.8666666666667,88,62,10,5,6,15,99,15,-0.5
2013,2012-13,203112,Quincy Acy,29,342.33666666666664,116,77,11,13,15,17,75,38,14.8
2013,2012-13,203113,Quincy Miller,7,25.683333333333334,9,2,3,1,0,1,12,2,-8.2
2013,2012-13,203135,Robert Sacre,32,203.445,43,34,6,0,10,10,48,11,-14.7
2013,2012-13,203159,Scott Machado,6,21.25,8,1,6,2,0,8,6,2,-20.8
2013,2012-13,203093,Terrence Jones,19,275.7,104,65,15,12,19,13,94,17,-2.6
2013,2012-13,203082,Terrence Ross,73,1239.2683333333334,467,144,53,43,14,48,457,42,-2.8
2013,2012-13,203080,Thomas Robinson,70,1055.715,333,315,46,41,26,88,321,109,-6.7
2013,2012-13,203317,Tim Ohlbrecht,3,11.733333333333333,3,1,1,1,0,4,3,1,-30.4
2013,2012-13,203100,Tony Wroten,35,271.94666666666666,91,28,43,8,4,29,86,29,-8.9
2013,2012-13,203129,Tornike Shengelia,19,92.69166666666666,30,23,3,3,1,11,23,16,3.8
2013,2012-13,203092,Tyler Zeller,77,2033.1783333333333,610,438,96,35,70,95,559,157,-6.0
2013,2012-13,203116,Tyshawn Taylor,38,220.50333333333333,85,18,21,13,0,25,87,27,-14.6
2013,2012-13,203139,Viacheslav Kravtsov,25,223.71333333333334,77,45,9,5,9,14,46,37,-4.4
2013,2012-13,201964,Victor Claver,49,812.1216666666667,187,119,43,26,12,43,189,30,-6.4
2013,2012-13,203115,Will Barton,73,893.77,295,145,58,34,9,60,309,65,-12.1
2014,2013-14,203519,Adonis Thomas,6,37.583333333333336,14,3,3,0,0,1,14,1,17.2
2014,2013-14,203458,Alex Len,42,362.28333333333336,86,99,4,4,18,26,78,31,-8.2
2014,2013-14,203459,Allen Crabbe,15,99.77833333333334,33,9,6,2,1,3,33,4,-0.5
2014,2013-14,203460,Andre Roberson,40,399.04333333333335,75,94,15,19,10,19,68,10,3.2
2014,2013-14,203461,Anthony Bennett,52,662.6383333333333,217,155,17,21,8,47,225,69,-5.7
2014,2013-14,203462,Archie Goodwin,52,532.88,194,87,20,20,11,44,167,55,-7.9
2014,2013-14,202620,Arinze Onuaku,5,30.15,3,8,3,0,0,1,5,2,-17.1
2014,2013-14,203463,Ben McLemore,82,2186.9066666666668,720,235,82,45,18,96,679,143,-4.5
2014,2013-14,203561,Brandon Davies,51,575.0283333333333,144,109,28,24,8,35,128,53,-2.1
2014,2013-14,203468,CJ McCollum,38,475.74,201,48,27,14,2,35,178,34,-2.1
2014,2013-14,203467,Carrick Felix,7,38.1,19,6,4,0,0,4,14,4,7.3
2014,2013-14,203569,Chris Babb,14,132.33,22,17,3,6,0,3,30,0,-4.5
2014,2013-14,203147,Chris Smith,2,1.9566666666666668,0,0,0,0,0,0,0,0,-125.0
2014,2013-14,203469,Cody Zeller,82,1416.6816666666666,490,353,92,40,41,87,404,200,-3.0
2014,2013-14,203474,DJ Stephens,3,14.631666666666666,7,5,0,0,0,0,7,1,-2.2
2014,2013-14,203471,Dennis Schröder,49,641.4083333333333,183,60,93,17,0,61,188,43,-16.6
2014,2013-14,203473,Dewayne Dedmon,31,390.42333333333335,97,127,5,7,22,18,83,32,-6.7
2014,2013-14,202091,Dionte Christmas,31,197.87333333333333,71,38,8,2,3,6,62,24,-7.6
2014,2013-14,202779,Dwight Buycks,14,146.03166666666667,43,23,10,8,0,10,48,9,1.4
2014,2013-14,203548,Elias Harris,2,11.383333333333333,0,1,1,1,0,0,1,0,-18.6
2014,2013-14,203513,Erik Murphy,24,62.151666666666664,6,8,2,0,4,2,13,0,-41.4
2014,2013-14,203539,Gal Mekel,31,291.69166666666666,73,27,63,4,1,31,86,12,-0.8
2014,2013-14,203507,Giannis Antetokounmpo,77,1896.8083333333334,525,339,150,60,61,122,418,202,-4.5
2014,2013-14,203540,Gigi Datome,34,237.54666666666665,83,46,11,6,1,11,97,10,7.7
2014,2013-14,203318,Glen Rice,11,108.63,32,20,7,6,1,9,37,7,5.9
2014,2013-14,203476,Gorgui Dieng,60,817.8233333333334,286,300,39,30,50,54,227,93,-3.5
2014,2013-14,203138,Hollis Thompson,77,1741.695,461,247,73,53,12,60,372,73,-9.1
2014,2013-14,203546,Ian Clark,23,171.59666666666666,68,19,15,8,2,14,67,7,8.2
2014,2013-14,203477,Isaiah Canaan,22,252.245,101,24,22,8,4,21,87,29,-6.6
2014,2013-14,203479,Jamaal Franklin,21,161.52333333333334,39,23,6,4,2,11,39,2,4.0
2014,2013-14,203263,James Nunnally,13,165.45166666666665,44,19,8,6,2,7,46,9,-11.9
2014,2013-14,203480,James Southerland,4,29.933333333333334,14,8,0,1,2,1,15,2,13.2
2014,2013-14,203481,Jeff Withey,58,684.4133333333333,190,150,26,15,50,20,129,73,2.7
2014,2013-14,203268,Jorge Gutierrez,15,244.03666666666666,62,22,30,10,1,14,54,12,-8.9
2014,2013-14,203120,Justin Hamilton,8,72.14666666666666,26,7,0,5,0,4,20,5,-16.2
2014,2013-14,203482,Kelly Olynyk,70,1399.955,607,365,109,35,27,106,502,122,-0.7
2014,2013-14,203484,Kentavious Caldwell-Pope,80,1582.5133333333333,470,156,55,75,12,28,460,61,-1.2
2014,2013-14,203485,Lorenzo Brown,26,223.75,64,28,41,13,3,16,86,13,0.8
2014,2013-14,203486,Mason Plumlee,70,1274.7616666666668,520,308,60,49,55,77,302,195,-3.3
2014,2013-14,203521,Matthew Dellavedova,72,1271.07,339,123,187,33,5,60,296,48,3.7
2014,2013-14,203487,Michael Carter-Williams,70,2413.9133333333334,1167,437,441,130,43,247,1054,367,-8.2
2014,2013-14,203488,Mike Muscala,20,214.97,76,52,7,3,10,12,73,14,-21.7
2014,2013-14,203545,Miroslav Raduljica,48,464.5466666666667,181,108,23,7,13,28,126,55,-5.2
2014,2013-14,203489,Nate Wolters,58,1309.3583333333333,417,149,187,35,15,57,389,90,-1.0
2014,2013-14,203517,Nemanja Nedovic,24,142.35666666666665,26,15,13,0,1,13,39,8,-22.3
2014,2013-14,201979,Nick Calathes,71,1172.575,347,137,207,66,8,101,311,72,1.3
2014,2013-14,203136,Ognjen Kuzmic,21,92.46666666666667,15,21,2,3,4,10,13,11,-29.7
2014,2013-14,203490,Otto Porter Jr.,37,318.9533333333333,78,57,10,8,1,14,91,12,-2.0
2014,2013-14,203544,Pero Antic,50,924.8083333333333,352,209,58,19,12,55,294,66,5.0
2014,2013-14,203491,Peyton Siva,24,224.34,54,14,34,9,1,18,57,15,-5.1
2014,2013-14,203515,Phil Pressey,75,1131.6466666666668,213,105,241,68,5,87,253,45,-0.4
2014,2013-14,203492,Ray McCallum,45,896.705,280,79,120,22,9,39,300,43,-4.8
2014,2013-14,203493,Reggie Bullock Jr.,43,395.5733333333333,115,54,12,9,1,13,121,9,-1.5
2014,2013-14,203495,Ricky Ledo,11,33.18,19,2,2,1,0,2,17,4,15.7
2014,2013-14,203133,Robbie Hummel,53,655.1533333333333,181,132,23,16,2,10,177,16,2.5
2014,2013-14,203496,Robert Covington,7,33.83,16,5,0,2,0,1,14,0,27.2
2014,2013-14,203497,Rudy Gobert,45,433.69166666666666,104,155,7,8,41,32,74,65,-2.0
2014,2013-14,203527,Ryan Kelly,59,1311.8666666666666,472,219,95,32,45,47,371,135,-2.5
2014,2013-14,203816,Scotty Hopson,2,6.766666666666667,1,0,1,1,0,0,4,2,-32.9
2014,2013-14,203508,Sergey Karasev,22,155.82333333333332,37,16,6,3,1,11,35,10,-14.2
2014,2013-14,203552,Seth Curry,2,12.916666666666666,3,1,0,2,0,0,3,0,0.4
2014,2013-14,203498,Shabazz Muhammad,37,289.9483333333333,143,53,6,8,1,16,124,40,-13.0
2014,2013-14,202197,Shane Edwards,2,11.766666666666667,2,2,0,0,0,1,3,0,-25.7
2014,2013-14,203499,Shane Larkin,48,489.43833333333333,132,42,71,26,1,39,137,25,6.2
2014,2013-14,203524,Solomon Hill,28,225.59,47,41,12,5,2,13,40,7,2.8
2014,2013-14,203500,Steven Adams,81,1197.3233333333333,265,332,43,40,57,71,185,136,2.6
2014,2013-14,203501,Tim Hardaway Jr.,81,1875.4783333333332,824,121,66,44,7,47,687,128,-6.0
2014,2013-14,203502,Tony Mitchell,21,79.12833333333333,22,26,2,6,3,4,12,19,6.2
2014,2013-14,203183,Tony Mitchell,3,9.75,6,1,1,1,0,0,5,0,11.1
2014,2013-14,203503,Tony Snell,77,1230.7066666666667,346,124,68,29,15,44,336,41,-4.7
2014,2013-14,203315,Toure' Murry,51,372.44166666666666,140,44,49,19,1,34,129,39,-3.5
2014,2013-14,203504,Trey Burke,70,2262.43,895,208,396,42,6,131,897,113,-5.9
2014,2013-14,203584,Troy Daniels,5,74.8,42,4,5,0,0,3,31,0,20.6
2014,2013-14,203505,Vander Blue,3,14.666666666666666,5,3,1,0,0,2,4,5,30.6
2014,2013-14,203506,Victor Oladipo,80,2486.4933333333333,1106,329,327,129,37,256,936,318,-5.6
2014,2013-14,203543,Vitor Faverani,37,487.615,164,128,16,14,27,41,147,37,-8.9
2015,2014-15,203932,Aaron Gordon,47,796.925,243,169,33,21,22,38,208,61,-7.9
2015,2014-15,203940,Adreian Payne,32,739.6383333333333,213,162,30,19,9,44,220,46,-17.0
2015,2014-15,203945,Alex Kirk,5,13.985,4,1,1,0,0,0,4,2,-44.1
2015,2014-15,203958,Andre Dawkins,4,21.678333333333335,3,2,1,0,0,1,6,0,-11.6
2015,2014-15,203952,Andrew Wiggins,82,2968.7966666666666,1387,374,170,86,50,177,1137,466,-9.7
2015,2014-15,202711,Bojan Bogdanovic,78,1853.8583333333333,700,213,68,34,9,78,576,106,-4.9
2015,2014-15,203998,Bruno Caboclo,8,23.416666666666668,10,2,0,0,1,4,12,0,-68.5
2015,2014-15,203955,Bryce Cotton,15,159.38666666666666,80,18,15,4,0,12,69,18,-1.8
2015,2014-15,203912,C.J. Wilcox,21,100.56666666666666,41,7,8,3,1,10,38,2,-9.0
2015,2014-15,203946,Cameron Bairstow,18,63.531666666666666,10,8,1,2,1,3,14,5,-16.3
2015,2014-15,203921,Cleanthony Early,39,647.045,210,97,36,24,12,40,214,48,-12.3
2015,2014-15,203991,Clint Capela,12,89.63833333333334,32,36,2,1,9,5,29,23,5.0
2015,2014-15,203928,Cory Jefferson,50,531.1583333333333,183,145,16,10,21,20,167,54,8.2
2015,2014-15,204014,Damjan Rudez,68,1047.395,323,47,53,16,5,47,263,23,0.1
2015,2014-15,203957,Dante Exum,82,1817.05,393,131,198,41,14,118,416,32,2.7
2015,2014-15,204065,David Stockton,3,33.083333333333336,8,2,9,2,0,4,6,6,33.8
2015,2014-15,204033,David Wear,2,6.966666666666667,0,2,1,0,0,0,2,0,-60.0
2015,2014-15,203906,Devyn Marble,16,208.16166666666666,37,31,17,9,2,9,44,16,-1.1
2015,2014-15,203926,Doug McDermott,36,320.8333333333333,109,43,6,4,1,17,107,15,-15.1
2015,2014-15,204079,Drew Gordon,9,71.185,17,18,2,1,0,8,19,2,-20.8
2015,2014-15,203939,Dwight Powell,29,236.35166666666666,90,50,9,9,6,11,67,33,1.1
2015,2014-15,203901,Elfrid Payton,82,2488.6666666666665,731,349,533,142,20,203,708,214,-3.4
2015,2014-15,202407,Elijah Millsap,47,923.5983333333334,248,150,58,56,16,67,238,86,3.9
2015,2014-15,203961,Eric Moreland,3,2.078333333333333,2,1,0,0,0,0,1,0,54.3
2015,2014-15,203475,Erick Green,43,409.8883333333333,146,31,39,12,0,14,162,12,-9.3
2015,2014-15,203128,Furkan Aldemir,41,540.4933333333333,93,176,28,17,16,17,78,27,-8.2
2015,2014-15,203914,Gary Harris,55,718.955,188,64,29,39,7,38,217,47,-10.7
2015,2014-15,203922,Glenn Robinson III,35,260.77166666666665,73,39,11,6,1,11,67,24,6.3
2015,2014-15,203511,Grant Jerrett,8,50.931666666666665,16,9,3,2,2,3,26,1,-17.3
2015,2014-15,203960,JaKarr Sampson,74,1131.1833333333334,386,163,77,38,26,76,346,94,-12.2
2015,2014-15,203210,JaMychal Green,24,163.93,62,45,4,5,5,14,47,10,-5.9
2015,2014-15,203913,Jabari Brown,19,568.3616666666667,227,36,40,12,2,32,170,85,-10.8
2015,2014-15,203953,Jabari Parker,25,738.435,308,138,42,31,5,47,263,66,-6.8
2015,2014-15,204022,Jack Cooley,16,87.145,27,25,1,6,3,3,22,21,-4.1
2015,2014-15,203516,James Ennis III,62,1051.41,312,176,48,25,17,39,247,94,-0.2
2015,2014-15,203949,James Michael McAdoo,15,137.17,62,37,2,5,9,6,44,25,6.0
2015,2014-15,203923,James Young,31,332.075,105,42,13,8,2,5,102,29,0.0
2015,2014-15,203950,Jarnell Stokes,19,126.14166666666667,57,34,4,5,5,7,37,28,7.9
2015,2014-15,203924,Jerami Grant,65,1376.5483333333334,411,198,79,40,68,85,352,193,-5.2
2015,2014-15,203968,Jerrelle Benimon,2,2.723333333333333,0,3,0,0,0,1,0,0,100.0
2015,2014-15,203925,Joe Harris,51,492.99,136,41,26,7,2,27,120,15,-10.7
2015,2014-15,204060,Joe Ingles,79,1672.6033333333332,396,175,182,72,10,98,354,40,-2.2
2015,2014-15,203530,Joffrey Lauvergne,24,267.9533333333333,93,77,13,8,10,22,89,28,-19.1
2015,2014-15,203948,Johnny O'Bryant III,34,367.62666666666667,100,64,17,5,4,25,120,27,-12.8
2015,2014-15,203919,Jordan Adams,30,248.41833333333332,94,28,16,16,7,14,86,23,3.6
2015,2014-15,203903,Jordan Clarkson,59,1475.8233333333333,703,191,206,51,12,96,596,158,-8.3
2015,2014-15,203944,Julius Randle,1,13.566666666666666,2,0,0,0,0,1,3,2,-66.9
2015,2014-15,203994,Jusuf Nurkić,62,1103.2583333333334,426,382,50,52,68,86,383,132,0.5
2015,2014-15,203909,KJ McDaniels,62,1351.895,487,200,72,44,70,105,434,133,-8.7
2015,2014-15,203564,Kalin Lucas,1,5.53,0,0,0,1,0,0,1,0,-58.3
2015,2014-15,203123,Kostas Papanikolaou,43,795.43,182,118,85,29,13,55,197,18,-3.0
2015,2014-15,203937,Kyle Anderson,33,358.08,74,72,28,15,7,10,89,14,-5.3
2015,2014-15,204038,Langston Galloway,45,1457.4033333333334,533,190,150,52,12,61,511,78,-9.4
2015,2014-15,203580,Larry Drew II,12,219.10666666666665,46,15,45,6,0,25,58,3,-17.1
2015,2014-15,203512,Lucas Nogueira,6,23.05,6,11,1,2,0,2,8,4,-26.0
2015,2014-15,203935,Marcus Smart,67,1808.2266666666667,523,222,208,99,18,90,477,127,3.4
2015,2014-15,203900,Markel Brown,47,781.4166666666666,216,107,39,31,12,27,210,57,-1.5
2015,2014-15,203956,Mitch McGary,32,484.935,201,165,14,16,16,31,165,40,5.6
2015,2014-15,203457,Nerlens Noel,75,2311.2366666666667,744,611,128,133,142,146,653,230,-9.1
2015,2014-15,203910,Nick Johnson,28,262.34833333333336,74,39,11,7,3,19,75,25,-8.1
2015,2014-15,203917,Nik Stauskas,73,1126.52,319,88,67,20,17,40,296,64,-5.9
2015,2014-15,202703,Nikola Mirotic,82,1654.1216666666667,833,404,97,54,54,89,624,284,5.0
2015,2014-15,203943,Noah Vonleh,25,258.51666666666665,83,86,4,4,9,11,76,26,-13.3
2015,2014-15,203798,PJ Hairston,45,687.2733333333333,254,92,21,21,13,22,269,36,-8.1
2015,2014-15,203565,Patrick Christopher,4,28.733333333333334,6,6,0,1,0,1,12,0,-27.8
2015,2014-15,203918,Rodney Hood,50,1064.38,433,117,83,30,12,45,374,80,3.8
2015,2014-15,203893,Russ Smith,12,65.06666666666666,30,6,8,3,0,12,25,13,15.6
2015,2014-15,203930,Sean Kilpatrick,4,71.515,22,6,4,3,0,2,20,4,11.5
2015,2014-15,203894,Shabazz Napier,51,1011.58,261,113,130,40,4,81,228,56,-2.2
2015,2014-15,203963,Shayne Whittington,20,108.16166666666666,57,29,6,5,2,5,42,23,7.0
2015,2014-15,204021,Sim Bhullar,3,2.685,2,1,1,0,1,0,2,0,0.0
2015,2014-15,203915,Spencer Dinwiddie,34,455.26166666666666,145,48,104,19,6,33,169,34,-7.9
2015,2014-15,203933,T.J. Warren,40,614.13,245,85,25,18,9,27,214,19,-8.5
2015,2014-15,204028,Tarik Black,63,1195.3133333333333,379,368,42,19,24,48,273,118,-3.8
2015,2014-15,204025,Tim Frazier,11,239.49833333333333,57,28,60,8,0,25,61,21,-2.2
2015,2014-15,204037,Travis Wear,51,671.9933333333333,199,106,40,15,11,35,209,26,-6.2
2015,2014-15,203898,Tyler Ennis,33,411.42333333333335,121,35,73,18,5,42,144,7,-7.3
2015,2014-15,204020,Tyler Johnson,32,602.9966666666667,190,81,42,33,9,30,167,47,-4.7
2015,2014-15,203805,Will Cherry,8,69.42166666666667,15,5,8,6,1,4,19,6,-3.6
2015,2014-15,203897,Zach LaVine,77,1901.7216666666666,778,214,276,54,10,193,677,177,-14.2
2015,2014-15,204054,Zoran Dragic,16,75.22333333333333,28,8,5,2,0,5,30,5,-8.9
2016,2015-16,1626151,Aaron Harrison,21,93.3,18,15,2,6,0,4,19,12,-3.4
2016,2015-16,1626210,Alan Williams,10,68.15,29,38,5,4,5,6,24,14,-0.7
2016,2015-16,1627293,Alex Stepheson,8,72.15166666666667,22,28,2,1,5,0,27,12,-2.0
2016,2015-16,1626148,Anthony Brown,29,598.6666666666666,115,70,19,14,5,15,126,20,-2.3
2016,2015-16,1626253,Axel Toupane,21,305.425,76,31,15,7,6,6,70,17,-2.2
2016,2015-16,1626246,Boban Marjanovic,54,507.805,297,194,21,12,23,29,174,114,4.5
2016,2015-16,1626171,Bobby Portis Jr.,62,1102.08,436,337,52,25,22,54,436,66,-7.6
2016,2015-16,1626183,Branden Dawson,6,28.865,5,4,0,0,1,0,5,1,-29.5
2016,2015-16,1627362,Briante Weber,7,168.655,31,25,21,9,3,9,39,4,-21.2
2016,2015-16,1626214,Bryce Dejean-Jones,14,278.5566666666667,79,48,15,10,2,11,69,21,-6.8
2016,2015-16,1626166,Cameron Payne,57,697.6133333333333,283,85,108,36,6,44,278,24,-1.8
2016,2015-16,1626191,Chris McCullough,24,362.385,112,68,9,28,12,15,109,23,-14.7
2016,2015-16,1626174,Christian Wood,17,144.79833333333335,61,38,3,5,7,2,53,21,-13.0
2016,2015-16,1626146,Cliff Alexander,8,35.958333333333336,10,6,0,1,2,1,10,0,-20.4
2016,2015-16,1626262,Coty Clarke,3,5.801666666666667,6,1,0,0,0,1,4,0,42.3
2016,2015-16,1626245,Cristiano Felicio,31,320.7033333333333,105,102,26,6,13,13,72,35,8.0
2016,2015-16,1626156,D'Angelo Russell,80,2259.08,1054,274,266,93,13,196,956,190,-11.7
2016,2015-16,203996,Damien Inglis,20,156.35166666666666,36,31,10,6,3,11,37,8,-13.7
2016,2015-16,1626199,Darrun Hilliard,38,383.01666666666665,152,45,27,9,1,19,131,40,-1.7
2016,2015-16,1626153,Delon Wright,27,229.275,103,37,31,8,3,16,80,35,3.3
2016,2015-16,1626164,Devin Booker,76,2107.665,1048,187,200,44,20,160,867,256,-8.4
2016,2015-16,1626251,Duje Dukan,1,24.233333333333334,6,4,1,1,0,0,10,0,-15.4
2016,2015-16,204002,Edy Tavares,11,72.65,25,21,3,1,6,5,19,8,-4.3
2016,2015-16,1626144,Emmanuel Mudiay,68,2067.8866666666668,872,232,372,65,35,217,905,209,-3.1
2016,2015-16,1626163,Frank Kaminsky,81,1707.5733333333333,606,335,98,38,43,58,525,148,-0.9
2016,2015-16,1626266,JJ O'Brien,2,6.266666666666667,0,1,0,1,0,0,1,0,-48.6
2016,2015-16,1626143,Jahlil Okafor,53,1590.565,928,373,65,22,61,124,781,194,-15.7
2016,2015-16,204067,Jarell Eddie,26,146.76666666666668,63,23,5,5,1,1,65,8,-12.4
2016,2015-16,1626185,Jarell Martin,27,379.54,153,86,15,8,7,19,116,62,-4.1
2016,2015-16,1626170,Jerian Grant,76,1264.7733333333333,426,143,177,50,10,87,391,123,-6.5
2016,2015-16,1626202,Joe Young,41,383.5133333333333,154,50,65,15,0,33,169,25,-4.4
2016,2015-16,203613,Jonathon Simmons,55,812.83,331,96,58,24,5,53,242,92,6.3
2016,2015-16,203895,Jordan McRae,22,195.95166666666665,99,20,25,3,1,15,78,28,12.7
2016,2015-16,1626175,Jordan Mickey,16,57.178333333333335,21,13,1,0,11,1,22,10,5.8
2016,2015-16,203962,Josh Huestis,5,54.983333333333334,14,10,0,1,2,3,12,4,4.6
2016,2015-16,1626196,Josh Richardson,52,1106.95,341,107,73,36,25,35,272,63,1.8
2016,2015-16,1626147,Justin Anderson,55,646.8766666666667,208,132,29,19,25,24,175,55,1.4
2016,2015-16,1626159,Justise Winslow,78,2232.135,502,403,118,68,26,95,462,117,2.4
2016,2015-16,1626157,Karl-Anthony Towns,82,2626.485,1503,858,161,58,138,183,1153,275,-2.5
2016,2015-16,203951,Keith Appling,5,26.85,6,1,1,1,0,3,8,2,27.6
2016,2015-16,1626162,Kelly Oubre Jr.,63,671.3816666666667,236,133,13,22,7,34,211,49,-2.6
2016,2015-16,1626172,Kevon Looney,5,20.598333333333333,9,10,0,0,0,1,7,0,-46.8
2016,2015-16,204001,Kristaps Porziņģis,72,2046.4616666666666,1028,526,94,53,134,121,886,240,0.3
2016,2015-16,203934,Lamar Patterson,35,394.9,84,50,39,9,2,23,80,22,4.2
2016,2015-16,1626204,Larry Nance Jr.,63,1265.715,349,312,44,54,23,41,300,47,-3.4
2016,2015-16,1626242,Luis Montero,12,42.03666666666667,14,4,1,0,0,4,19,4,-47.8
2016,2015-16,1626273,Marcelo Huertas,53,868.8166666666667,237,90,182,26,7,80,230,29,1.7
2016,2015-16,1626209,Mario Hezonja,79,1412.8533333333332,478,176,109,39,17,97,418,54,-0.1
2016,2015-16,1626149,Montrezl Harrell,39,378.6116666666667,140,65,17,11,11,17,90,46,4.9
2016,2015-16,1626167,Myles Turner,60,1367.185,619,332,41,25,86,67,530,121,-2.5
2016,2015-16,202357,Nemanja Bjelica,60,1074.8033333333333,308,210,82,26,21,47,235,55,-5.7
